,id,title,release_date,overview,popularity,vote_average,vote_count,video
102,1398,Stalker,5/25/1979,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",17.753,8.3,1441,FALSE
103,797,Persona,10/18/1966,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. The time they spend together only strengthens the crushing realization that one does not exist.",10.693,8.3,1508,FALSE
104,5156,Bicycle Thieves,11/24/1948,A working man's livelihood is threatened when someone steals his bicycle.,11.384,8.3,1728,FALSE
105,470044,The Hate U Give,10/19/2018,"Raised in a poverty-stricken slum, a 16-year-old girl named Starr now attends a suburban prep school. After she witnesses a police officer shoot her unarmed best friend, she's torn between her two very different worlds as she tries to speak her truth.",27.444,8.3,1677,FALSE
106,10494,Perfect Blue,7/25/1997,A retired pop singer turned actress' sense of reality is shaken when she is stalked by an obsessed fan and seemingly a ghost of her past.,15.58,8.3,1512,FALSE
107,776503,CODA,8/11/2021,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",60.906,8.3,322,FALSE
108,670,Oldboy,11/21/2003,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",22.586,8.3,6327,FALSE
109,299536,Avengers: Infinity War,4/25/2018,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",828.459,8.3,23429,FALSE
110,77338,The Intouchables,11/2/2011,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,85.953,8.3,14115,FALSE
111,843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,9/14/2021,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",245.082,8.3,248,FALSE
112,26451,Investigation of a Citizen Above Suspicion,10/16/1970,"Rome, Italy. After committing a heinous crime, a senior police officer exposes evidence incriminating him because his moral commitment prevents him from circumventing the law and the social order it protects.",7.677,8.3,542,FALSE
113,8587,The Lion King,6/23/1994,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",161.484,8.3,14770,FALSE
114,24188,Il Sorpasso,12/4/1962,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",11.293,8.3,522,FALSE
115,20532,Sansho the Bailiff,3/31/1954,"In medieval Japan a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",7.125,8.3,237,FALSE
116,1585,It's a Wonderful Life,12/20/1946,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",55.989,8.3,3153,FALSE
117,531428,Portrait of a Lady on Fire,6/17/2019,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",23.667,8.2,1629,FALSE
118,517814,Capernaum,9/20/2018,"Zain, a 12-year-old boy scrambling to survive on the streets of Beirut, sues his parents for having brought him into such an unjust world, where being a refugee with no documents means that your rights can easily be denied.",18.365,8.3,1179,FALSE
119,490132,Green Book,11/16/2018,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",34.125,8.2,8520,FALSE
120,29259,Le Trou,3/18/1960,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.",8.097,8.2,287,FALSE
121,398818,Call Me by Your Name,9/1/2017,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",137.543,8.2,9741,FALSE
122,422,8½,2/14/1963,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.",9.083,8.2,1669,FALSE
123,37257,Witness for the Prosecution,12/17/1957,"When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult.",11.433,8.2,913,FALSE
124,284,The Apartment,6/21/1960,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",12.851,8.2,1610,FALSE
125,399106,Piper,6/16/2016,"A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",9.298,8.2,1289,FALSE
126,518068,Along with the Gods: The Last 49 Days,8/1/2018,"In the afterlife, one guardian helps a man through his trials, while his two colleagues help a former guardian on earth.",33.016,8.2,276,FALSE
127,337404,Cruella,5/26/2021,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",578.469,8.2,6204,FALSE
128,490,The Seventh Seal,2/16/1957,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",15.205,8.2,2186,FALSE
